Time,Date,Latitude,Longitude,Serving Cell SS RSRP (dBm): Top #1,Serving Cell SS RSRQ (dB): Top #1,Serving Cell SS SINR (dB): Top #1,Serving Cell Identity: Top #1
35:17.8,2/29/2024,18.3076642,42.7543867,-78.5,-10.4,24.5,31
35:17.9,2/29/2024,18.3076642,42.7543867,-80.9,-10.9,13.6,998
35:17.9,2/29/2024,18.3076642,42.7543868,-70.4,-10.5,11.9,552
35:17.9,2/29/2024,18.3076642,42.7543869,-70.4,-10.5,11.2,552
35:17.9,2/29/2024,18.3076642,42.7543869,-80.9,-10.9,13.2,998
35:17.9,2/29/2024,18.3076642,42.7543869,-78.5,-10.4,26.2,31
35:17.9,2/29/2024,18.3076641,42.7543869,-80.9,-10.9,12.2,998
35:17.9,2/29/2024,18.3076641,42.7543869,-78.5,-10.4,26.7,31
35:17.9,2/29/2024,18.3076641,42.7543869,-78.1,-10.4,26.7,31
35:17.9,2/29/2024,18.3076641,42.7543869,-70.4,-10.5,13.2,552
35:17.9,2/29/2024,18.3076641,42.7543871,-80.9,-10.9,12.2,998
35:17.9,2/29/2024,18.3076641,42.7543871,-70.4,-10.5,12.6,552
35:17.9,2/29/2024,18.3076641,42.7543871,-78.1,-10.4,24.5,31
35:17.9,2/29/2024,18.3076641,42.7543871,-80.9,-10.9,11.5,998
35:17.9,2/29/2024,18.3076641,42.7543871,-70.4,-10.5,12.8,552
35:18.0,2/29/2024,18.3076641,42.7543872,-78.1,-10.4,24,31
35:18.0,2/29/2024,18.3076641,42.7543872,-80.9,-10.9,11.5,998
35:18.0,2/29/2024,18.3076641,42.7543872,-81.3,-10.8,11.5,998
35:18.0,2/29/2024,18.3076641,42.7543872,-78.1,-10.4,23.3,31
35:18.0,2/29/2024,18.3076641,42.7543872,-70.4,-10.5,12.2,552
35:18.0,2/29/2024,18.3076641,42.7543873,-81.3,-10.8,12.4,998
35:18.0,2/29/2024,18.3076641,42.7543873,-70.4,-10.5,12,552
35:18.0,2/29/2024,18.3076641,42.7543873,-78.1,-10.4,23.8,31
35:18.0,2/29/2024,18.3076641,42.7543874,-81.3,-10.8,12.4,998
35:18.0,2/29/2024,18.3076641,42.7543874,-70.4,-10.5,11,552
35:18.0,2/29/2024,18.3076641,42.7543874,-78.1,-10.4,23.8,31
35:18.0,2/29/2024,18.3076641,42.7543874,-81.3,-10.8,13,998
35:18.0,2/29/2024,18.3076641,42.7543874,-78.1,-10.4,23.9,31
35:18.0,2/29/2024,18.3076641,42.7543874,-78.1,-10.4,23.3,31
35:18.0,2/29/2024,18.3076641,42.7543875,-81.3,-10.8,12.7,998
35:18.0,2/29/2024,18.3076641,42.7543875,-70.4,-10.5,10.3,552
35:18.0,2/29/2024,18.3076641,42.7543875,-72.1,-10.5,10.3,552
35:18.0,2/29/2024,18.3076641,42.7543875,-78.1,-10.4,22.3,31
35:18.0,2/29/2024,18.3076641,42.7543875,-72.1,-10.5,10.2,552
35:18.0,2/29/2024,18.3076641,42.7543876,-81.3,-10.8,11.7,998
35:18.1,2/29/2024,18.3076641,42.7543876,-81.3,-10.8,10.9,998
35:18.1,2/29/2024,18.3076641,42.7543876,-72.1,-10.5,10.5,552
35:18.1,2/29/2024,18.3076641,42.7543876,-78.1,-10.4,23.3,31
35:18.1,2/29/2024,18.3076641,42.7543876,-77.7,-10.4,23.3,31
35:18.1,2/29/2024,18.3076641,42.7543877,-81.3,-10.8,10.4,998
35:18.1,2/29/2024,18.3076641,42.7543877,-72.1,-10.5,9.7,552
35:18.1,2/29/2024,18.3076641,42.7543877,-77.7,-10.4,23.1,31
35:18.1,2/29/2024,18.3076641,42.7543878,-72.1,-10.5,8.7,552
35:18.1,2/29/2024,18.3076641,42.7543878,-81.3,-10.8,10,998
35:18.1,2/29/2024,18.3076641,42.7543878,-77.7,-10.4,23.1,31
35:18.1,2/29/2024,18.3076641,42.7543879,-72.1,-10.5,9,552
35:18.1,2/29/2024,18.3076641,42.7543879,-77.7,-10.4,22.6,31
35:18.1,2/29/2024,18.3076641,42.754388,-81.3,-10.8,10.1,998
35:18.1,2/29/2024,18.3076641,42.754388,-81.5,-10.8,10.1,998
35:18.1,2/29/2024,18.3076641,42.754388,-77.7,-10.4,22.4,31
35:18.1,2/29/2024,18.3076641,42.754388,-81.5,-10.8,10.6,998
35:18.1,2/29/2024,18.3076641,42.754388,-72.1,-10.5,9,552
35:18.1,2/29/2024,18.3076641,42.754388,-77.7,-10.4,22.5,31
35:18.2,2/29/2024,18.3076641,42.7543881,-81.5,-10.8,10.9,998
35:18.2,2/29/2024,18.3076641,42.7543881,-72.1,-10.5,8.4,552
35:18.2,2/29/2024,18.3076641,42.7543881,-77.7,-10.4,24,31
35:18.2,2/29/2024,18.3076641,42.7543882,-81.5,-10.8,10.4,998
35:18.2,2/29/2024,18.3076641,42.7543882,-72.1,-10.5,9,552
35:18.2,2/29/2024,18.3076641,42.7543882,-73.1,-10.8,9,552
35:18.2,2/29/2024,18.3076641,42.7543882,-73.1,-10.8,8.8,552
35:18.2,2/29/2024,18.3076641,42.7543882,-81.5,-10.8,11.1,998
35:18.2,2/29/2024,18.3076641,42.7543883,-73.1,-10.8,9.6,552
35:18.2,2/29/2024,18.3076641,42.7543883,-81.5,-10.8,12.4,998
35:18.2,2/29/2024,18.3076641,42.7543884,-77.7,-10.4,22.4,31
35:18.2,2/29/2024,18.3076641,42.7543884,-77.7,-10.4,22.6,31
35:18.2,2/29/2024,18.3076641,42.7543884,-73.1,-10.8,10.4,552
35:18.2,2/29/2024,18.3076641,42.7543884,-79,-10.4,22.6,31
35:18.2,2/29/2024,18.3076641,42.7543885,-81.5,-10.8,12.4,998
35:18.2,2/29/2024,18.3076641,42.7543885,-79,-10.4,22.5,31
35:18.3,2/29/2024,18.307664,42.7543885,-73.1,-10.8,10.2,552
35:18.3,2/29/2024,18.307664,42.7543886,-81.5,-10.8,10.1,998
35:18.3,2/29/2024,18.307664,42.7543886,-79,-10.4,21.9,31
35:18.3,2/29/2024,18.307664,42.7543886,-81.5,-10.8,9.8,998
35:18.3,2/29/2024,18.307664,42.7543886,-82.4,-11,9.8,998
35:18.3,2/29/2024,18.307664,42.7543887,-79,-10.4,23.5,31
35:18.3,2/29/2024,18.307664,42.7543887,-73.1,-10.8,10.4,552
35:18.3,2/29/2024,18.307664,42.7543887,-82.4,-11,11.5,998
35:18.3,2/29/2024,18.307664,42.7543887,-73.1,-10.8,10.6,552
35:18.3,2/29/2024,18.307664,42.7543888,-82.4,-11,10.6,998
35:18.3,2/29/2024,18.307664,42.7543888,-73.1,-10.8,11.9,552
35:18.3,2/29/2024,18.307664,42.7543888,-79,-10.4,24.2,31
35:18.3,2/29/2024,18.307664,42.7543889,-79,-10.4,24.8,31
35:18.3,2/29/2024,18.307664,42.7543889,-73.1,-10.8,10.4,552
35:18.3,2/29/2024,18.307664,42.7543889,-72.7,-10.7,10.4,552
35:18.4,2/29/2024,18.307664,42.754389,-82.4,-11,8.3,998
35:18.4,2/29/2024,18.307664,42.754389,-79,-10.4,24.2,31
35:18.4,2/29/2024,18.307664,42.754389,-79,-10.4,25.1,31
35:18.4,2/29/2024,18.307664,42.754389,-82.4,-11,9,998
35:18.4,2/29/2024,18.307664,42.754389,-72.7,-10.7,6.4,552
35:18.4,2/29/2024,18.307664,42.7543891,-82.4,-11,10.3,998
35:18.4,2/29/2024,18.307664,42.7543891,-72.7,-10.7,6,552
35:18.4,2/29/2024,18.307664,42.7543891,-79,-10.4,24.3,31
35:18.4,2/29/2024,18.307664,42.7543891,-81.2,-10.4,24.3,31
35:18.4,2/29/2024,18.307664,42.7543891,-82.4,-11,9.9,998
35:18.4,2/29/2024,18.307664,42.7543892,-72.7,-10.7,5,552
35:18.4,2/29/2024,18.307664,42.7543892,-82.4,-11,8.7,998
35:18.4,2/29/2024,18.307664,42.7543893,-72.7,-10.7,8.7,552
35:18.4,2/29/2024,18.307664,42.7543893,-81.2,-10.4,23.5,31
35:18.4,2/29/2024,18.307664,42.7543893,-81.2,-10.4,24.1,31
35:18.4,2/29/2024,18.307664,42.7543893,-82.4,-11,8.1,998
35:18.4,2/29/2024,18.307664,42.7543893,-72.7,-10.7,10.6,552
35:18.4,2/29/2024,18.307664,42.7543894,-85,-10.9,8.1,998
35:18.4,2/29/2024,18.307664,42.7543894,-81.2,-10.4,25,31
35:18.5,2/29/2024,18.307664,42.7543894,-81.2,-10.4,26.4,31
35:18.5,2/29/2024,18.307664,42.7543894,-72.7,-10.7,9.5,552
35:18.5,2/29/2024,18.307664,42.7543895,-85,-10.9,6.5,998
35:18.5,2/29/2024,18.307664,42.7543895,-85,-10.9,6.6,998
35:18.5,2/29/2024,18.307664,42.7543895,-81.2,-10.4,26.6,31
35:18.5,2/29/2024,18.307664,42.7543895,-72.7,-10.7,9,552
35:18.5,2/29/2024,18.307664,42.7543896,-72.7,-10.7,8.6,552
35:18.5,2/29/2024,18.307664,42.7543896,-73.9,-10.9,8.6,552
35:18.5,2/29/2024,18.307664,42.7543896,-85,-10.9,6.4,998
35:18.5,2/29/2024,18.307664,42.7543896,-81.2,-10.4,25.1,31
35:18.5,2/29/2024,18.307664,42.7543897,-85,-10.9,6.3,998
35:18.5,2/29/2024,18.307664,42.7543897,-73.9,-10.9,8.9,552
35:18.5,2/29/2024,18.307664,42.7543897,-81.2,-10.4,25.2,31
35:18.5,2/29/2024,18.307664,42.7543898,-85,-10.9,5.1,998
35:18.5,2/29/2024,18.307664,42.7543898,-73.9,-10.9,8.7,552
35:18.6,2/29/2024,18.307664,42.7543899,-85,-10.9,4.6,998
35:18.6,2/29/2024,18.307664,42.7543899,-73.9,-10.9,9.7,552
35:18.6,2/29/2024,18.307664,42.7543899,-81.2,-10.4,25.6,31
35:18.6,2/29/2024,18.307664,42.7543899,-79.5,-10.4,25.6,31
35:18.6,2/29/2024,18.307664,42.7543899,-79.5,-10.4,26.2,31
35:18.6,2/29/2024,18.307664,42.7543899,-85,-10.9,4.1,998
35:18.6,2/29/2024,18.307664,42.75439,-79.5,-10.4,27.1,31
35:18.6,2/29/2024,18.307664,42.75439,-73.9,-10.9,9.5,552
35:18.6,2/29/2024,18.307664,42.75439,-73.9,-10.9,9.8,552
35:18.6,2/29/2024,18.307664,42.7543901,-85,-10.9,3.6,998
35:18.6,2/29/2024,18.307664,42.7543901,-84.2,-10.9,3.6,998
35:18.6,2/29/2024,18.307664,42.7543901,-79.5,-10.4,26.4,31
35:18.6,2/29/2024,18.307664,42.7543901,-79.5,-10.4,27,31
35:18.6,2/29/2024,18.307664,42.7543901,-73.9,-10.9,8.6,552
35:18.6,2/29/2024,18.3076639,42.7543901,-73.9,-10.9,6.9,552
35:18.6,2/29/2024,18.3076639,42.7543902,-84.2,-10.9,3.8,998
35:18.6,2/29/2024,18.3076639,42.7543902,-84.2,-10.9,3.1,998
35:18.6,2/29/2024,18.3076639,42.7543902,-73.9,-10.9,4.3,552
35:18.6,2/29/2024,18.3076639,42.7543903,-79.5,-10.4,28.3,31
35:18.7,2/29/2024,18.3076639,42.7543903,-84.2,-10.9,12,998
35:18.7,2/29/2024,18.3076639,42.7543903,-79.5,-10.4,27.5,31
35:18.7,2/29/2024,18.3076639,42.7543904,-84.2,-10.9,11.4,998
35:18.7,2/29/2024,18.3076639,42.7543904,-73.5,-10.9,4.3,552
35:18.7,2/29/2024,18.3076639,42.7543904,-73.5,-10.9,6.6,552
35:18.7,2/29/2024,18.3076639,42.7543905,-84.2,-10.9,10.7,998
35:18.7,2/29/2024,18.3076639,42.7543905,-79.5,-10.4,28.9,31
35:18.7,2/29/2024,18.3076639,42.7543905,-73.5,-10.9,8.2,552
35:18.7,2/29/2024,18.3076639,42.7543906,-73.5,-10.9,10.9,552
35:18.7,2/29/2024,18.3076639,42.7543906,-84.2,-10.9,11.5,998
35:18.7,2/29/2024,18.3076639,42.7543906,-79.5,-10.4,26.4,31
35:18.7,2/29/2024,18.3076639,42.7543906,-78.5,-10.4,26.4,31
35:18.7,2/29/2024,18.3076639,42.7543906,-78.5,-10.4,26.1,31
35:18.7,2/29/2024,18.3076639,42.7543907,-84.2,-10.9,10.8,998
35:18.7,2/29/2024,18.3076639,42.7543907,-73.5,-10.9,9.8,552
35:18.7,2/29/2024,18.3076639,42.7543907,-78.5,-10.4,27,31
35:18.7,2/29/2024,18.3076639,42.7543907,-78.5,-10.4,25.5,31
35:18.8,2/29/2024,18.3076639,42.7543908,-84.2,-10.9,11.4,998
35:18.8,2/29/2024,18.3076639,42.7543908,-82.6,-10.9,11.4,998
35:18.8,2/29/2024,18.3076639,42.7543908,-73.5,-10.9,9.4,552
35:18.8,2/29/2024,18.3076639,42.7543908,-78.5,-10.4,25.3,31
35:18.8,2/29/2024,18.3076639,42.7543908,-82.6,-10.9,11.5,998
35:18.8,2/29/2024,18.3076639,42.7543909,-73.5,-10.9,10.1,552
35:18.8,2/29/2024,18.3076639,42.7543909,-82.6,-10.9,10.2,998
35:18.8,2/29/2024,18.3076639,42.7543909,-73.5,-10.9,12.7,552
35:18.8,2/29/2024,18.3076639,42.754391,-78.5,-10.4,25.6,31
35:18.8,2/29/2024,18.3076639,42.754391,-82.6,-10.9,9.8,998
35:18.8,2/29/2024,18.3076639,42.7543911,-73.5,-10.9,13,552
35:18.8,2/29/2024,18.3076639,42.7543911,-78.5,-10.4,25.9,31
35:18.8,2/29/2024,18.3076639,42.7543911,-72.9,-10.8,13,552
35:18.8,2/29/2024,18.3076639,42.7543911,-78.5,-10.4,25.9,31
35:18.8,2/29/2024,18.3076639,42.7543911,-72.9,-10.8,11.6,552
35:18.9,2/29/2024,18.3076639,42.7543912,-82.6,-10.9,10.6,998
35:18.9,2/29/2024,18.3076639,42.7543912,-82.6,-10.9,11.1,998
35:18.9,2/29/2024,18.3076639,42.7543912,-72.9,-10.8,11.6,552
35:18.9,2/29/2024,18.3076639,42.7543912,-78.5,-10.4,24.9,31
35:18.9,2/29/2024,18.3076639,42.7543912,-78.6,-10.4,24.9,31
35:18.9,2/29/2024,18.3076639,42.7543913,-82.6,-10.9,11.2,998
35:18.9,2/29/2024,18.3076639,42.7543913,-72.9,-10.8,13,552
35:18.9,2/29/2024,18.3076639,42.7543914,-82.6,-10.9,11.5,998
35:18.9,2/29/2024,18.3076639,42.7543914,-78.6,-10.4,24.8,31
35:18.9,2/29/2024,18.3076639,42.7543914,-78.6,-10.4,25.6,31
35:18.9,2/29/2024,18.3076639,42.7543914,-72.9,-10.8,14.3,552
35:18.9,2/29/2024,18.3076639,42.7543914,-82.6,-10.9,12.3,998
35:18.9,2/29/2024,18.3076639,42.7543914,-83,-11,12.3,998
35:18.9,2/29/2024,18.3076639,42.7543915,-83,-11,11.4,998
35:18.9,2/29/2024,18.3076639,42.7543915,-72.9,-10.8,13.1,552
35:18.9,2/29/2024,18.3076639,42.7543915,-78.6,-10.4,25.4,31
35:18.9,2/29/2024,18.3076639,42.7543916,-72.9,-10.8,11.3,552
35:19.0,2/29/2024,18.3076639,42.7543916,-72.9,-10.8,10.6,552
35:19.0,2/29/2024,18.3076639,42.7543917,-83,-11,10.1,998
35:19.0,2/29/2024,18.3076639,42.7543917,-78.6,-10.4,26.9,31
35:19.0,2/29/2024,18.3076639,42.7543917,-78.6,-10.4,26,31
35:19.0,2/29/2024,18.3076638,42.7543918,-83,-11,9.7,998
35:19.0,2/29/2024,18.3076638,42.7543918,-78.6,-10.4,27.2,31
35:19.0,2/29/2024,18.3076638,42.7543918,-78.6,-10.4,27.5,31
35:19.0,2/29/2024,18.3076638,42.7543918,-72.9,-10.8,9.7,552
35:19.0,2/29/2024,18.3076638,42.7543918,-72.9,-10.7,9.7,552
35:19.0,2/29/2024,18.3076638,42.7543918,-72.9,-10.7,10.2,552
35:19.0,2/29/2024,18.3076638,42.7543918,-83,-11,10.5,998
35:19.0,2/29/2024,18.3076638,42.7543919,-83,-11,10.5,998
35:19.0,2/29/2024,18.3076638,42.7543919,-83,-11,9.4,998
35:19.0,2/29/2024,18.3076638,42.7543919,-72.9,-10.7,10.2,552
35:19.0,2/29/2024,18.3076638,42.7543919,-72.9,-10.7,10.9,552
35:19.0,2/29/2024,18.3076638,42.7543919,-78.6,-10.4,27.5,31
35:19.0,2/29/2024,18.3076638,42.7543919,-78.6,-10.4,27.3,31
35:19.0,2/29/2024,18.3076638,42.7543919,-79.5,-10.4,27.3,31
35:19.0,2/29/2024,18.3076638,42.754392,-83,-11,10.7,998
35:19.0,2/29/2024,18.3076638,42.754392,-72.9,-10.7,11.2,552
35:19.0,2/29/2024,18.3076638,42.754392,-83,-11,9.9,998
35:19.1,2/29/2024,18.3076638,42.7543921,-79.5,-10.4,28,31
35:19.1,2/29/2024,18.3076638,42.7543921,-79.5,-10.4,27.6,31
35:19.1,2/29/2024,18.3076638,42.7543921,-72.9,-10.7,13.1,552
35:19.1,2/29/2024,18.3076638,42.7543922,-83,-11,9.9,998
35:19.1,2/29/2024,18.3076638,42.7543922,-72.9,-10.7,14.9,552
35:19.1,2/29/2024,18.3076638,42.7543922,-82.2,-11,9.9,998
35:19.1,2/29/2024,18.3076638,42.7543922,-79.5,-10.4,28.3,31
35:19.1,2/29/2024,18.3076638,42.7543922,-79.5,-10.4,27.6,31
35:19.1,2/29/2024,18.3076638,42.7543922,-72.9,-10.7,12.8,552
35:19.1,2/29/2024,18.3076638,42.7543923,-82.2,-11,10.1,998
35:19.1,2/29/2024,18.3076638,42.7543923,-79.5,-10.4,28.9,31
35:19.1,2/29/2024,18.3076638,42.7543923,-82.2,-11,9.7,998
35:19.1,2/29/2024,18.3076638,42.7543923,-72.9,-10.7,12.8,552
35:19.1,2/29/2024,18.3076638,42.7543924,-72.9,-10.7,14.4,552
35:19.1,2/29/2024,18.3076638,42.7543924,-82.2,-11,9,998
35:19.1,2/29/2024,18.3076638,42.7543925,-79.5,-10.4,27,31
35:19.2,2/29/2024,18.3076638,42.7543925,-82.2,-11,9.2,998
35:19.2,2/29/2024,18.3076638,42.7543925,-72.3,-10.6,14.4,552
35:19.2,2/29/2024,18.3076638,42.7543925,-72.3,-10.6,13.2,552
35:19.2,2/29/2024,18.3076638,42.7543926,-79.5,-10.4,26.8,31
35:19.2,2/29/2024,18.3076638,42.7543926,-72.3,-10.6,14,552
35:19.2,2/29/2024,18.3076638,42.7543926,-82.2,-11,8.8,998
35:19.2,2/29/2024,18.3076638,42.7543926,-79.5,-10.4,27.2,31
35:19.2,2/29/2024,18.3076638,42.7543926,-78.5,-10.4,27.2,31
35:19.2,2/29/2024,18.3076638,42.7543927,-82.2,-11,9.2,998
35:19.2,2/29/2024,18.3076638,42.7543927,-72.3,-10.6,14.8,552
35:19.2,2/29/2024,18.3076638,42.7543927,-72.3,-10.6,14.3,552
35:19.2,2/29/2024,18.3076638,42.7543928,-82.2,-11,9.9,998
35:19.2,2/29/2024,18.3076638,42.7543928,-78.5,-10.4,27.7,31
35:19.2,2/29/2024,18.3076638,42.7543928,-78.5,-10.4,27.9,31
35:19.2,2/29/2024,18.3076638,42.7543928,-82.2,-11,10.2,998
35:19.2,2/29/2024,18.3076638,42.7543929,-72.3,-10.6,13.1,552
35:19.2,2/29/2024,18.3076638,42.7543929,-78.5,-10.4,27,31
35:19.2,2/29/2024,18.3076638,42.7543929,-83.1,-10.9,10.2,998
35:19.2,2/29/2024,18.3076638,42.7543929,-78.5,-10.4,29.4,31
35:19.3,2/29/2024,18.3076638,42.7543929,-83.1,-10.9,9.6,998
35:19.3,2/29/2024,18.3076638,42.754393,-72.3,-10.6,14,552
35:19.3,2/29/2024,18.3076638,42.7543931,-72.3,-10.6,13.5,552
35:19.3,2/29/2024,18.3076638,42.7543931,-78.5,-10.4,28,31
35:19.3,2/29/2024,18.3076638,42.7543931,-83.1,-10.9,10.3,998
35:19.3,2/29/2024,18.3076638,42.7543932,-83.1,-10.9,10,998
35:19.3,2/29/2024,18.3076638,42.7543932,-72.3,-10.6,13.4,552
35:19.3,2/29/2024,18.3076638,42.7543932,-71.9,-10.5,13.4,552
35:19.3,2/29/2024,18.3076638,42.7543933,-78.5,-10.4,28,31
35:19.3,2/29/2024,18.3076638,42.7543933,-78.5,-10.4,27.3,31
35:19.3,2/29/2024,18.3076638,42.7543933,-71.9,-10.5,13.6,552
35:19.3,2/29/2024,18.3076638,42.7543933,-83.1,-10.9,9.7,998
35:19.3,2/29/2024,18.3076638,42.7543933,-83.1,-10.9,10.5,998
35:19.4,2/29/2024,18.3076637,42.7543934,-78.5,-10.4,28,31
35:19.4,2/29/2024,18.3076637,42.7543934,-71.9,-10.5,14.1,552
35:19.4,2/29/2024,18.3076637,42.7543934,-76.7,-10.4,28,31
35:19.4,2/29/2024,18.3076637,42.7543934,-76.7,-10.4,27.8,31
35:19.4,2/29/2024,18.3076637,42.7543934,-83.1,-10.9,9.5,998
35:19.4,2/29/2024,18.3076637,42.7543934,-71.9,-10.5,13.6,552
35:19.4,2/29/2024,18.3076637,42.7543934,-83.1,-10.9,9.8,998
35:19.4,2/29/2024,18.3076637,42.7543935,-71.9,-10.5,13.5,552
35:19.4,2/29/2024,18.3076637,42.7543935,-76.7,-10.4,27.5,31
35:19.4,2/29/2024,18.3076637,42.7543936,-83.1,-10.9,11.5,998
35:19.4,2/29/2024,18.3076637,42.7543936,-71.9,-10.5,12.9,552
35:19.4,2/29/2024,18.3076637,42.7543936,-82.2,-10.9,11.5,998
35:19.4,2/29/2024,18.3076637,42.7543937,-82.2,-10.9,11.2,998
35:19.4,2/29/2024,18.3076637,42.7543938,-76.7,-10.4,27.3,31
35:19.4,2/29/2024,18.3076637,42.7543938,-71.9,-10.5,13.5,552
35:19.4,2/29/2024,18.3076637,42.7543938,-76.7,-10.4,28.2,31
35:19.4,2/29/2024,18.3076637,42.7543938,-71.9,-10.5,15,552
35:19.4,2/29/2024,18.3076637,42.7543938,-82.2,-10.9,10.9,998
35:19.4,2/29/2024,18.3076637,42.7543938,-76.7,-10.4,27.1,31
35:19.4,2/29/2024,18.3076637,42.7543938,-82.2,-10.9,11.2,998
35:19.5,2/29/2024,18.3076637,42.7543939,-76.7,-10.4,26.8,31
35:19.5,2/29/2024,18.3076637,42.7543939,-71.9,-10.5,14.4,552
35:19.5,2/29/2024,18.3076637,42.7543939,-73.2,-10.5,14.4,552
35:19.5,2/29/2024,18.3076637,42.7543939,-82.2,-10.9,12.1,998
35:19.5,2/29/2024,18.3076637,42.7543939,-73.2,-10.5,12,552
35:19.5,2/29/2024,18.3076637,42.754394,-76.7,-10.4,27.4,31
35:19.5,2/29/2024,18.3076637,42.754394,-76.7,-10.4,26.6,31
35:19.5,2/29/2024,18.3076637,42.754394,-73.2,-10.5,13.5,552
35:19.5,2/29/2024,18.3076637,42.7543941,-82.2,-10.9,11.1,998
35:19.5,2/29/2024,18.3076637,42.7543941,-73.2,-10.5,14.1,552
35:19.5,2/29/2024,18.3076637,42.7543941,-82.2,-10.9,11.7,998
35:19.5,2/29/2024,18.3076637,42.7543942,-76,-10.4,26.6,31
35:19.5,2/29/2024,18.3076637,42.7543942,-76,-10.4,25,31
35:19.5,2/29/2024,18.3076637,42.7543942,-76,-10.4,25.4,31
35:19.5,2/29/2024,18.3076637,42.7543942,-82.2,-10.9,11.8,998
35:19.5,2/29/2024,18.3076637,42.7543942,-73.2,-10.5,14.2,552
35:19.6,2/29/2024,18.3076637,42.7543943,-73.2,-10.5,17.5,552
35:19.6,2/29/2024,18.3076637,42.7543943,-82.2,-10.9,11,998
35:19.6,2/29/2024,18.3076637,42.7543943,-81.7,-10.8,11,998
35:19.6,2/29/2024,18.3076637,42.7543943,-73.2,-10.5,18.5,552
35:19.6,2/29/2024,18.3076637,42.7543943,-76,-10.4,25.3,31
35:19.6,2/29/2024,18.3076637,42.7543945,-81.7,-10.8,11.4,998
35:19.6,2/29/2024,18.3076637,42.7543945,-73.2,-10.5,18.1,552
35:19.6,2/29/2024,18.3076637,42.7543945,-81.7,-10.8,13.1,998
35:19.6,2/29/2024,18.3076637,42.7543945,-76,-10.4,25.5,31
35:19.6,2/29/2024,18.3076637,42.7543945,-76,-10.4,25.2,31
35:19.6,2/29/2024,18.3076637,42.7543945,-73.2,-10.5,17.1,552
35:19.6,2/29/2024,18.3076637,42.7543946,-81.7,-10.8,11.5,998
35:19.6,2/29/2024,18.3076637,42.7543946,-73.4,-10.5,17.1,552
35:19.6,2/29/2024,18.3076637,42.7543946,-73.4,-10.5,14.4,552
35:19.6,2/29/2024,18.3076637,42.7543946,-76,-10.4,25.4,31
35:19.6,2/29/2024,18.3076637,42.7543947,-81.7,-10.8,11.2,998
35:19.6,2/29/2024,18.3076637,42.7543947,-76,-10.4,26.5,31
35:19.7,2/29/2024,18.3076637,42.7543948,-73.4,-10.5,14,552
35:19.7,2/29/2024,18.3076637,42.7543948,-81.7,-10.8,11.5,998
35:19.7,2/29/2024,18.3076637,42.7543948,-76,-10.4,25.2,31
35:19.7,2/29/2024,18.3076637,42.7543948,-78.7,-10.4,25.2,31
35:19.7,2/29/2024,18.3076637,42.7543949,-81.7,-10.8,11.9,998
35:19.7,2/29/2024,18.3076637,42.7543949,-73.4,-10.5,14.5,552
35:19.7,2/29/2024,18.3076637,42.7543949,-78.7,-10.4,25.8,31
35:19.7,2/29/2024,18.3076637,42.7543949,-81.7,-10.8,11.6,998
35:19.7,2/29/2024,18.3076637,42.7543949,-78.7,-10.4,26.9,31
35:19.7,2/29/2024,18.3076636,42.7543949,-73.4,-10.5,13.9,552
35:19.7,2/29/2024,18.3076636,42.7543951,-81.7,-10.8,10.6,998
35:19.7,2/29/2024,18.3076636,42.7543951,-73.4,-10.5,13.5,552
35:19.7,2/29/2024,18.3076636,42.7543951,-82,-10.9,10.6,998
35:19.7,2/29/2024,18.3076636,42.7543951,-78.7,-10.4,27,31
35:19.7,2/29/2024,18.3076636,42.7543951,-82,-10.9,11.6,998
35:19.7,2/29/2024,18.3076636,42.7543951,-73.4,-10.5,17,552
35:19.7,2/29/2024,18.3076636,42.7543951,-82,-10.9,11.1,998
35:19.8,2/29/2024,18.3076636,42.7543952,-78.7,-10.4,25.5,31
35:19.8,2/29/2024,18.3076636,42.7543952,-78.7,-10.4,24.1,31
35:19.8,2/29/2024,18.3076636,42.7543952,-73.4,-10.5,21.3,552
35:19.8,2/29/2024,18.3076636,42.7543953,-82,-10.9,10.4,998
35:19.8,2/29/2024,18.3076636,42.7543953,-73.4,-10.5,19.4,552
35:19.8,2/29/2024,18.3076636,42.7543953,-71.5,-10.5,19.4,552
35:19.8,2/29/2024,18.3076636,42.7543953,-78.7,-10.4,23.6,31
35:19.8,2/29/2024,18.3076636,42.7543954,-82,-10.9,10.6,998
35:19.8,2/29/2024,18.3076636,42.7543954,-78.7,-10.4,24,31
35:19.8,2/29/2024,18.3076636,42.7543954,-71.5,-10.5,13.7,552
35:19.8,2/29/2024,18.3076636,42.7543955,-82,-10.9,10.7,998
35:19.8,2/29/2024,18.3076636,42.7543955,-78.7,-10.4,22.1,31
35:19.8,2/29/2024,18.3076636,42.7543955,-80,-10.4,22.1,31
35:19.8,2/29/2024,18.3076636,42.7543955,-71.5,-10.5,13.8,552
35:19.8,2/29/2024,18.3076636,42.7543955,-80,-10.4,22.8,31
35:19.8,2/29/2024,18.3076636,42.7543955,-82,-10.9,11.6,998
35:19.8,2/29/2024,18.3076636,42.7543955,-71.5,-10.5,18.5,552
35:19.8,2/29/2024,18.3076636,42.7543956,-80,-10.4,22.4,31
35:19.8,2/29/2024,18.3076636,42.7543956,-71.5,-10.5,14.1,552
35:19.9,2/29/2024,18.3076636,42.7543956,-82,-10.9,10.1,998
35:19.9,2/29/2024,18.3076636,42.7543957,-82,-10.9,10.5,998
35:19.9,2/29/2024,18.3076636,42.7543958,-83.8,-11.2,10.5,998
